Address; Name; Size
"$0914C";"Klopferkennungsschwelle bei Zylinderzähler 7";"16x1"
"$0915C";"Klopferkennungsschwelle bei Zylinderzähler 8";"16x1"
"$09094";"Messfensterlänge für Klopfregelung";"16x1"
"$09285";"Aufteilungsfaktor Wandfilm bei BA";"7x9"
"$00A77";"Kennfeld Durchflußcharkteristik TEV + Leitung AKF-TEV";"10x10"
"$0A659";"Kennfeld für Abgasklappe";"5x11"
"$01355";"Kennfeld Absenkungsfaktor für Lur-Wert bei erkannten Mehrfachaussetzern";"8x8"
"$09902";"Kennfeld Abgastemperatur-Korrektur = f(Lambda)";"6x6"
"$09926";"Kennfeld Abgastemperatur-Korrektur = f(lambda) Bank2";"6x6"
"$0994A";"Kennfeld Kat-Exotherme für Kattemperatur = f(Lambda)";"6x6"
"$0996E";"Kennfeld Kat-Exotherme für Kattemperatur = f(Lambda) Bank2";"6x6"
"$09992";"Kennfeld Abgastemperatur-Korrektur = f(Zündwinkelverstellung)";"6x6"
"$099B6";"Kennfeld Abgastemperatur-Korrektur = f(Zündwinkel) Bank2";"6x6"
"$099DA";"Kennfeld Kat-Exotherme für Kattemperatur = f(etazwist)";"6x6"
"$092C4";"Aufteilungsfaktor Wandfilm bei VA";"7x9"
"$09303";"Faktor Beschleunigungsanreicherung (K+L-Anteil)";"7x9"
"$05CA6";"Kennfeld für banksel. Gemischfaktor";"16x16"
"$010FF";"Kennfeld zur Definition der Bereichseigenschaften (dominant..)";"8x3"
"$0AD26";"Kennfeld delta Integratorwert Batterieladebilanz abh. von";"6x6"
"$0B556";"Dämpfung PT2-Filter Lastschlagdämpfung";"6x8"
"$01241";"Kennfeld für Laufunruhedifferenz dluts Referenzwert";"8x8"
"$01281";"Kennfeld für Laufunruhedifferenz dluts Referenzwert";"8x8"
"$012C1";"Kennfeld für Laufunruhedifferenz dluts Referenzwert";"8x8"
"$01301";"Kennfeld für Laufunruhedifferenz dluts Referenzwert bei ZAS";"8x8"
"$06F0C";"Delta Moment Dashpotauslösung";"6x8"
"$06F6C";"Delta Moment Auslösung Lastschlagdämpfung";"6x8"
"$0B151";"Kennfeld Motortemperaturgradient für Ersatztemperatur";"4x5"
"$0B171";"Kennfeld Motortemperaturgradient für Referenztemperatur";"4x5"
"$0B191";"Kennfeld Korrekturgradient Motortemperatur bei geringer Erwärmung";"4x5"
"$0A742";"Dynamikvorhalt Erkennungsschwelle";"6x8"
"$0A7A2";"Dynamikvorhalt Offsetschwelle";"6x8"
"$0A9D4";"Kennfeld gewünscher Wirkungsgrad bei Tankentlüftung bei Erreichen te = TEMIN";"5x3"
"$09B9A";"Sollwert für elektr. Thermostatregelung aus dk";"6x6"
"$09BD0";"Sollwert für elektr. Thermostatregelung aus tans";"8x8"
"$0973D";"Abgasgegendruckkorrektur der Sekundärluftmasse";"8x8"
"$095A6";"Kennfeld Maximale Spülrate bei Notlauftankentlüftung";"10x10"
"$09615";"Kennfeld maximale Spülrate";"4x5"
"$0A586";"Gewichtungskennfeld für TVLRH";"6x6"
"$0A5AA";"Gewichtungskennfeld für TVLRH Bank 2";"6x6"
"$02766";"Faktoren - Kennfeld für KFWK";"16x24"
"$09F0D";"Kennfeld Warmlauffaktor";"12x12"
"$01BFF";"Kennfeld Wichtung Warmlauffaktor";"12x12"
"$01AE3";"Korrekturfaktor bei Nockenwellensteuerung";"6x5"
"$06C60";"Faktor Wiederholstart";"8x8"
"$09C49";"Wichtungsfaktor Tans/Tmot für Brennraumtemperaturmodell";"8x10"
"$0057F";"Korrekturkennfeld für HFM";"14x14"
"$091B1";"Kennfeld maximale Spätverstellung durch Klopfen";"3x16"
"$010CD";"Kennfeld für Kat.-Schutz-Wichtungsfaktoren";"6x6"
"$028E6";"Zündwinkelkennfeld bei Klopfschutz";"16x24"
"$0B282";"Kennfeld Drehmomentenreserve für Kat warmhalten, zeitweise";"4x4"
"$0A057";"Kennfeld Lambda Fahrerwunsch";"16x12"
"$06B26";"Kennfeld Lambda-Motor-Beschreibung im Nachstart";"12x12"
"$0B43E";"Kennfeld Lambda-Motor-Vorgabe bei Katheizen im Nachstart";"12x6"
"$0A2D1";"Kennfeld Lambda-Abgas-Soll bei Katheizen";"8x8"
"$09F9D";"Kennfeld Lambda-Motor-Soll im Warmlauf bei aktiver LR";"12x12"
"$09E0B";"Lambdakennfeld bei Teillast";"16x12"
"$0A323";"Kennfeld Lambda-Motor-Soll bei Katheizen";"8x8"
"$0A375";"Kennfeld Lambda Motor-Soll, ohne Kat";"8x8"
"$01138";"Kennfeld für Laufunruhe-Abstandsmass-Referenzwert";"8x8"
"$01178";"Kennfeld für Laufunruhe-Abstandsmass-Referenzwert";"8x8"
"$011B8";"Kennfeld für Laufunruhe-Abstandsmass-Referenzwert";"8x8"
"$011F8";"Kennfeld für Laufunruhe-Abstandsmass-Referenzwert bei ZAS";"8x8"
"$01395";"Kennfeld für Laufunruhe-Referenz-Basiswert";"8x8"
"$013D5";"Kennfeld für Laufunruhe-Referenz-Basiswert";"8x8"
"$01415";"Kennfeld für Laufunruhe-Referenz-Basiswert";"8x8"
"$01455";"Kennfeld für Laufunruhe-Referenz-Basiswert bei ZAS";"8x8"
"$01495";"Kennfeld für Laufunruhe-Referenzwert zur Mehrfachaussetzererkennung ->Lum-Vergl.";"8x8"
"$014D5";"Kennfeld für Laufunruhe-Referenzwert zur Mehrfachaussetzererkennung ->Lum-Vergl.";"8x8"
"$090A4";"Kennfeld Meßfensteranfang Klopfregelung";"4x16"
"$0B2B6";"Kennfeld Drehmomentenreserve bei Testereingriff Sekundärluftdiagnose";"4x4"
"$0B2FA";"Kennfeld Drehmomentenreserve für Katheizen";"8x8"
"$0B39E";"Kennfeld Drehmomentreserve, ohne Kat";"8x8"
"$0A468";"Drehmomentaufnahme Klimakompressor";"6x6"
"$0A49A";"Drehmomentaufnahme geregelter Klimakompressor";"6x6"
"$06D7C";"Schleppmoment Drehzahl- und Lastabhängigkeit";"12x10"
"$06E88";"Startmoment";"8x8"
"$02252";"";"8x8"
"$07B8B";"Kennfeld für Offset-Toleranz in Abhängigkeit vom zulässigen Moment";"8x8"
"$0B5B6";"Startwert indiziertes Moment für Lastschlagdämpfung";"6x8"
"$06FFC";"Kennfeld fuer Momentenüberhöhung im Pedalüberweg";"6x16"
"$0434A";"Kennfeld optimales Motormoment";"16x16"
"$0434A";"Kennfeld optimales Motormoment";"16x16"
"$01ECC";"Kennfeld Abregelungsmoment für VMAX-Regelung";"4x4"
"$0A6A6";"Kennfeld Abregelmoment für NMAX Regelung";"6x4"
"$045CC";"Kennfeld für Berechnung Sollfüllung";"16x16"
"$01DFD";"Zulässiges indiziertes Moment zur Momentenbegrenzung vor Filter";"8x8"
"$01E3D";"Zulässiges Moment bei Nachstartaufweitung";"8x8"
"$01E7D";"Zulässiges indiziertes Moment zur Momentenbegrenzung";"8x8"
"$021C1";"";"8x8"
"$07AFA";"Kennfeld optimales Motormoment in der Funktionsüberwachung";"8x8"
"$0AED2";"ML-Schwelle für B_minflr-Diagnose HFM/HLM";"8x8"
"$0AF52";"ML-Schwelle für B_maxflr-Diagnose HFM/HLM";"8x8"
"$02292";"";"8x8"
"$07BCB";"Kennfeld für zulässiges Moment aus der Pedalstellung in der Funktionsüberwachg";"8x8"
"$022D2";"";"8x8"
"$07C0B";"Kennfeld für zul. Moment aus Pedalstellung bei kaltem Motor";"8x8"
"$01C9F";"LLR: Basis Momentenreserve im LL und ll-nahem Bereich";"4x6"
"$01CB7";"LLR: Basis Momentenreserve im LL und LL-nahem Bereich bei B_fs=1";"4x6"
"$070EC";"Kennfeld für Momentenüberhöhung im Pedalüberweg rel. in ind. Moment";"6x16"
"$070EC";"Kennfeld für Momentenüberhöhung im Pedalüberweg rel. in ind. Moment";"6x16"
"$0576E";"Kennfeld normierter Massenstrom über DK";"6x16"
"$0576E";"Kennfeld normierter Massenstrom über DK";"6x16"
"$01AA4";"Wichtung Nachstartanhebung";"6x8"
"$071E0";"Pedalkennfeld (MR)";"8x16"
"$04D3E";"interner Abgaspartialdruck abhängig von NW-Verstellung bei sumode=0";"16x10"
"$04E7E";"interner Abgaspartialdruck abhängig von NW-Verstellung bei sumode=2";"16x10"
"$04FBE";"interner Abgaspartialdruck abhängig von NW-Verstellung bei sumode=3";"16x10"
"$050FE";"interner Abgaspartialdruck abhängig von NW-Verstellung bei sumode=1";"16x10"
"$00661";"Pulsations - Kennfeld";"14x14"
"$00743";"Pulsationskennfeld bei aktiver Saugrohrumschaltung sumode=2";"14x14"
"$00825";"Pulsationskennfeld bei aktiver Saugrohrumschaltung sumode=3";"14x14"
"$00907";"Pulsationskennfeld bei aktiver Saugrohrumschaltung sumode=1";"14x14"
"$09629";"Kennfeld Auf-/Absteuergeschwindigkeit der Sollspülrate Tankentlüftung";"5x6"
"$093BE";"I - Kennfeld";"6x7"
"$093E8";"LR-I-Kennfeld für Bank 2";"6x7"
"$09AE8";"Kennfeld für Nernst-Innenwiderstand hinter Kat";"3x5"
"$09B01";"Kennfeld für Nernst-Innenwiderstand hinter Kat Bank2";"3x5"
"$0AC88";"Kennfeld für Nernst-Innenwiderstand vor Kat";"3x5"
"$0ACA1";"Kennfeld für Nernst-Innenwiderstand vor Kat Bank2";"3x5"
"$07A85";"Kennfeld für rl - Berechnung aus Drosselklappenwinkel in der Funktionsüberwachg";"8x8"
"$09412";"P - Kennfeld";"6x7"
"$0943C";"LR-P-Kennfeld für rechten Abgasstrang";"6x7"
"$09466";"TV - Kennfeld (Lambdaregelung Reglerumschaltverzögerung)";"6x7"
"$09490";"TV - Kennfeld Bank 2";"6x7"
"$09A10";"Kennfeld Abgastemperatur   f(nmot,rl)";"8x8"
"$09A62";"Kennfeld Abgastemperatur f(nmot,rl) Bank2";"8x8"
"$09659";"Kennfeld für maximales Tastverhältnis";"6x10"
"$0A9FE";"Kennfeld Sollkraftstoffanteil bei Regenerierung";"5x5"
"$09528";"Kennfeld Periodendauer TEV";"9x5"
"$09B24";"Korrekturkennfeld für gemessene Periodendauer TP (tpsvkof)";"7x8"
"$09013";"Verzögerungszeit für Schubabschalten";"8x5"
"$0903B";"Verzögerungszeit für Schubabschalten";"8x5"
"$0523E";"Umrechnungsfaktor von ps->rl abhängig von NW-Verstellung bei sumode=0";"16x10"
"$0537E";"Umrechnungsfaktor von ps->rl abhängig von NW-Verstellung bei sumode=2";"16x10"
"$054BE";"Umrechnungsfaktor von ps->rl abhängig von NW-Verstellumg bei sumode=3";"16x10"
"$055FE";"Umrechnungsfaktor von ps->rl abhängig von NW-Verstellung bei sumode=1";"16x10"
"$0A5CE";"Sondenspannungssollwert für Regelung hinter Kat. (statt KFUSRHK für Variantenk.)";"6x6"
"$0A5F2";"Sondenspannungssollwert für Regelung hinter Kat. Bank2";"6x6"
"$09342";"Faktor Verzögerungsabmagerung (K+L-Anteil)";"7x9"
"$06904";"Geschwindigkeits-Offset für FGR-Regler";"8x6"
"$0483E";"Kennfeld für Drosselklappen-Sollwinkel";"6x16"
"$00B47";"Ersatzwert für Drosselklappenwinkel aus Füllungssignal";"12x12"
"$09D00";"Kennfeld Winkel Einspritzende";"8x8"
"$09D52";"Kennfeld-Kalt Winkel Einspritzende";"8x8"
"$01B39";"Wichtungskennfeld Heißstart";"6x6"
"$0763D";"Zündwinkelkennfeld für Klopfschutzfunktion";"4x3"
"$01B67";"Wichtungskennfeld Kaltstart";"4x4"
"$01B8B";"Wichtungskennfeld Kaltstart";"6x12"
"$0AB12";"Kennfeld für Wärmemengen-Schwellwert Taupunktende Abgas";"5x7"
"$0AB58";"Kennfeld für Wärmemengen-Schwellwert Taupunktende Abgas Bank2";"5x7"
"$0AB9E";"Kennfeld für Wärmemengen-Schwellwert Taupunktende hinter Kat";"5x7"
"$0ABE4";"Kennfeld für Wärmemengen-Schwellwert Taupunktende hinter Kat Bank2";"5x7"
"$0238E";"Sollwinkel für Nockenwelle im Leerlauf bei kaltem Motor";"10x12"
"$0241E";"Sollwinkel für Nockenwelle im Leerlauf bei warmem Motor";"10x12"
"$024A0";"NW-Sollwinkel  bei SLP-Betrieb";"4x4"
"$024D2";"Sollwinkel für Nockenwelle in der Teillast bei kaltem Motor";"16x16"
"$025F4";"Sollwinkel für Nockenwelle in der Teillast bei warmem Motor";"16x16"
"$0751E";"Wichtungskennfeld für NW-Sollwinkel  Warm/Kalt in TL / LL";"4x6"
"$0B64A";"Inverses Pedalkennfeld für FGR-Betrieb";"8x16"
"$0B0F0";"Wiederholstartzeitfaktor";"8x8"
"$0B74A";"Zeitkonstante PT1-Filter Dashpot";"6x8"
"$0B7AA";"Zeitkonstante PT2-Filter Lastschlagdämpfung";"6x8"
"$00BF1";"Zündwinkelkennfeld Variante 1";"16x24"
"$00D71";"Zündwinkelkennfeld Variante 2";"16x24"
"$06A60";"Zündwinkelgrenzkennfeld für Klopfschutz-Einspritzung";"10x16"
"$00F39";"Min-Zündwinkel";"12x16"
"$00FF9";"Min-Zündwinkel für Start und Nachstart";"12x16"
"$00230";"optimaler Zündwinkel";"16x16"
"$00330";"optimaler Zündwinkel Variante 2";"16x16"
"$00EF1";"Vollast - Zündkennfeld";"3x24"
"$07670";"Delta Zündwinkel im Warmlauf";"6x16"
"$0B92E";"Delta Zündwinkel im Warmlauf";"12x12"
"$02201";"";"8x8"
"$07B3A";"Kennfeld für optimalen Zündwinkel in der Funktionsüberwachung";"8x8"
"$09695";"Minimalwert HC-Konzentration Regeneriergas Tankentlüftung";"1x1"
"$09696";"Maximalwert HC-Konzentration Regeneriergas Tankentlüftung";"1x1"
"$0AA38";"Integratorverstärkung des Fahrzeugmodells bei AT";"7x1"
"$0AA46";"Integratorverstärkung des Fahrzeugmodells bei AT,geschlossene WK";"7x1"
"$0AA54";"Integratorverstärkung des Fahrzeugmodells bei AT";"7x1"
"$09074";"Beiwert für Leerlaufluftmassenintegrator für E-Gas";"1x1"
"$09075";"Beiwert für Leerlaufluftmassenintegrator für E-Gas";"1x1"
"$042EC";"Integratorbeiwert für Saugrohrmodell (Dynamik)";"1x1"
"$042EE";"Integationsbeiwert für Saugrohrmodell bei sumode=2";"1x1"
"$042F0";"Integrationsbeiwert für Saugrohrmodell bei sumode=3";"1x1"
"$042F2";"Integrationsbeiwert für Saugrohrmodell bei sumode=1";"1x1"
"$0AE12";"Verstärkungsfaktor bei Konstantfahrt für FGR-Regler";"8x1"
"$0582E";"Ausflußkennlinie";"501x1"
"$0582E";"Ausflußkennlinie";"501x1"
"$0582E";"Ausflußkennlinie";"501x1"
"$05E3A";"Ausflußkennlinie für TEV incl. Leitung AKF-TEV";"14x1"
"$0B1AC";"Kennlinie Motortemperatur-Gradient im Schub für Referenzmodell";"5x1"
"$073F8";"Dynamikfensterbreite Stabilitätskriterium";"30x1"
"$0224A";"";"8x1"
"$07B83";"ZW-Wirkungsgrad in Abhängigkeit von delta ZW in der Funktionsüberwachung";"8x1"
"$00550";"Korrektur Drehzahlabhängigkeit 'vgnwrf'";"5x1"
"$06CB2";"Faktor Wiederholstart";"8x1"
"$02326";"";"8x1"
"$07C60";"pedalsollwertabh. Drehzahlbegrenzung in der DK-Antrieb-Ersatzfunktion, Fktsüberw";"8x1"
"$07472";"Anzahl Meßwerte für Stabilitätskriterium";"30x1"
"$0ACCE";"Filterkonstante für Filter max. Steigung für Sonde hinter KAT";"1x1"
"$01CDB";"Sperrband für Solldrehzahlnachführung";"1x1"
"$0AE34";"Verstärkungsfaktor bei Rampe für FGR-Regler";"8x1"
"$091E1";"Klopfregeladaption Lastbereich 1";"16x1"
"$091F1";"Klopfregeladaption Lastbereich 2";"16x1"
"$00046";"Klopfregeladaption Lasthysterese";"1x1"
"$00047";"Klopfregeladaption Drehzahlbereich, Stützstelle 1";"1x1"
"$00048";"Klopfregeladaption Drehzahlbereich, Stützstelle 2";"1x1"
"$00049";"Klopfregeladaption Drehzahlbereich, Stützstelle 3";"1x1"
"$0004A";"Klopfregeladaption Drehzahlbereich, Stützstelle 4";"1x1"
"$0004B";"Klopfregeladaption Drehzahlhysterese";"1x1"
"$0004C";"Klopfregelung Differenz aktueller ZW zu Adaptionskennfeld";"1x1"
"$09201";"Klopfregelung delta - Winkel Sicherheit";"16x1"
"$0A3DE";"Fehlerhäufigkeit Klopfsensoren";"1x1"
"$00185";"Fehlerhäufigkeit Testimpuls";"1x1"
"$00185";"Fehlerhäufigkeit Testimpuls";"1x1"
"$00185";"Fehlerhäufigkeit Testimpuls";"1x1"
"$09211";"Spätverstellung pro Klopfereignis";"16x1"
"$00036";"Tiefpassverhalten normal";"1x1"
"$00037";"Tiefpassverhalten bei Drehzahldynamik";"1x1"
"$00038";"Tiefpassverhalten bei Lastdynamik";"1x1"
"$00039";"Zuordnung der Kloperkennungskennlinie bei fehlender Zyl.-1-Erkennung";"1x1"
"$09CCC";"Umrechnung relative Kraftstoffmasse rk in effektive Einspritzzeit te";"1x1"
"$0004D";"Lesen bei Lastbereichswechsel: immer oder nur bei Dynamik";"1x1"
"$0004E";"Lesen bei Drehzahlbereichswechsel: immer oder nur bei Dynamik";"1x1"
"$09221";"Anz. Zünd./Zyl., bzw. Zeitangabe von Frühverst. zu Frühverst. (Stufenbreite-KR)";"16x1"
"$09231";"Anzahl Zündungen/Zyl., oder Zeitangabe für schnelle Frühverstellung der KR";"16x1"
"$0003A";"Verstärkung nach Start";"1x1"
"$0004F";"Speichern bei Klopfen: Wert vor oder nach Klopfen";"1x1"
"$0003B";"Anzahl Klopfsensoren";"1x1"
"$0003B";"Anzahl Klopfsensoren";"1x1"
"$02A66";"Klopfschutzzündwinkel Ersatzwert bei E_ta v E_tm";"1x1"
"$0D154";"Entprellzeit DNWS Plaus-Fehler";"4x6"
"$0B23C";"Int.-Konstante für Anforderung Drehmomentenreserve Katheizen";"1x1"
"$0002D";"Umrechnungskonstante von Massenstrom in relative Luftfüllung";"1x1"
"$0002D";"Umrechnungskonstante von Massenstrom in relative Luftfüllung";"1x1"
"$0002D";"Umrechnungskonstante von Massenstrom in relative Luftfüllung";"1x1"
"$0002E";"Konstante für Umrechnung von Ladedruck in Luftmasse";"1x1"
"$0002F";"Ladedruckfilterung";"1x1"
"$0756C";"Lambdalinearisierung, Sonde hinter Katalysator";"10x1"
"$07596";"Lambdalinearisierung, Sonde hinter Katalysator, Bank 2";"10x1"
"$075B5";"Lambdalinearisierung, Sonde hinter Katalysator, Sollwert";"10x1"
"$075D5";"Lambdalinearisierung, Sonde hinter Katalysator, Sollwert Bank2";"10x1"
"$0A128";"Lambdawunsch Vollast";"16x1"
"$0A962";"Lambdasollwert für Katalysator-Ausräumen (luftmassenabhängig)";"5x1"
"$0A96C";"Lambdasollwert für Katalysator-Ausräumen (luftmassenabhängig), Bank 2";"5x1"
"$01C8F";"Laufgrenze ""fett""";"1x1"
"$0A13A";"Laufgrenze ""mager""";"12x1"
"$06CDC";"Lambdasonde Soll Obergrenze für 1.0-Fenster";"1x1"
"$06CDE";"Lambdasonde Soll Untergrenze für 1.0-Fenster";"1x1"
"$0A3BA";"Lambda-Abgas-Soll bei Sekundärluftadaption/Kurztest";"4x1"
"$075EA";"Startwert für dynamische Sollwertanhebung (lamsolh) in der LRHK";"1x1"
"$01C90";"Lambdasollwert bei Bankabschaltung";"1x1"
"$0A3C3";"Motortemp.-Korrektur von Lambda-Abgas-Soll";"4x1"
"$0A02D";"Offset Lambda-Motor-Soll bei inaktiver Lambdaregelung";"12x1"
"$06A02";"Ladedruck Filterkonstante";"4x1"
"$01D3D";"Untere Integratorbegrenzung bei stehendem Fahrzeug";"1x1"
"$01D3E";"Untere Integratorbegrenzung bei Diagnose Leerlaufregelung";"1x1"
"$01D3F";"Untere Integratorbegrenzung bei DTES";"1x1"
"$01D40";"Untere Integratorbegrenzung bei rollendem Fahrzeug";"1x1"
"$02A6C";"Zeitschwelle um den Kompressor unbegrenzt auszuschalten";"1x1"
"$01D41";"Obere Integratorbegrenzung bei stehendem Fahrzeug";"1x1"
"$01D42";"Obere Integratorbegrenzung bei rollendem Fahrzeug";"1x1"
"$0A426";"Wert des Leerlaufintegrators im Start";"6x1"
"$09241";"Lastschwelle Klopfregelung";"16x1"
"$01D43";"Configurationsbyte für LLR Integrator";"1x1"
"$0A3CC";"Motortemp.-Korrektur von Lambda-Motor-Soll";"4x1"
"$0A3D5";"Motortemp.-Korrektur von Lambda-Motor-Soll, ohne Kat";"4x1"
"$0B092";"Natürlicher Logarithmus aus Temperaturquotient";"12x1"
"$01A2A";"Wartezeit in Lernschritt 1";"1x1"
"$01A2B";"Wartezeit in Lernschritt 3";"1x1"
"$01A2C";"Wartezeit in Lernschritt 7";"1x1"
"$01A2D";"Wartezeit in Lernschritt 9";"1x1"
"$0681C";"Lernverbotszeit für 'normales Lernen'";"1x1"
"$0681E";"Lernverbotszeit für 'Lernen per Diagnose'";"1x1"
"$01117";"Laufruhe-Referenzwert für stop fuel-on Adaption, Vergleich mit lunw";"1x1"
"$01515";"Tmot-abhängiger Laufunruhe-Referenz-Korrekturwert";"8x1"
"$0151D";"Drehzahlabh. Laufunruhe-Referenz-Minimalwert 1";"8x1"
"$01525";"Drehzahlabh. Laufunruhe-Referenz-Minimalwert 2";"8x1"
"$0152D";"Drehzahlabh. Laufunruhe-Referenz-Minimalwert 3";"8x1"
"$05F54";"Anzahl Aussetzer für Adaptionsstop (Heilung)";"1x1"
"$0000D";"Momenten-Hysterese bei Entscheidung der Zylinderausblendung";"1x1"
"$0400C";"Hysterese bei der Begrenzung des Sollmoments (Ebene 1 Überwachungskonzept)";"1x1"
"$01DCA";"Festwert max. erlaubtes ind. Motormoment (bei AG) bei CAN-Timeout";"1x1"
"$00166";"Maximal erreichbares indiziertes Motormoment";"1x1"
"$00166";"Maximal erreichbares indiziertes Motormoment";"1x1"
"$00166";"Maximal erreichbares indiziertes Motormoment";"1x1"
"$00166";"Maximal erreichbares indiziertes Motormoment";"1x1"
"$00166";"Maximal erreichbares indiziertes Motormoment";"1x1"
"$00166";"Maximal erreichbares indiziertes Motormoment";"1x1"
"$00166";"Maximal erreichbares indiziertes Motormoment";"1x1"
"$07A63";"Maximal erreichbares indiziertes Motormoment für die Funktionsüberwachung";"1x1"
"$02A6D";"Drehmomentschwelle um den Klimakompressor abzuschalten";"8x1"
"$02A75";"Drehmomentschwelle um den Klimakompressor einzuschalten";"8x1"
"$00055";"Maximales indiziertes Motormoment für Moment-Normierung";"1x1"
"$01D6C";"Momentenanforderung der Servolenkung";"1x1"
"$0B51A";"Schleppmoment Temperaturanteil";"6x1"
"$02313";"";"8x1"
"$07C4C";"";"8x1"
"$01DD3";"Drehmomentbegrenzung für Schaltgetriebeschutz";"7x1"
"$010F1";"MIL ist bei ti-Abschaltung an, auch im 1.dcy";"1x1"
"$05F22";"Maximal zulässiges MSR-Moment";"6x1"
"$072E0";"Kupplungsmoment-Schwelle für Parameterumschaltung LSD";"1x1"
"$0B0C8";"Luftmassenschwelle für Fehlerfreigabe im DKVS (Tank leer)";"1x1"
"$0B0CA";"Luftmassenschwelle für Fehlerfreigabe Tank leer";"1x1"
"$074AE";"Minimaler Integratorwert Spülluft damit Tank drucklos";"1x1"
"$096E2";"min. Luftmasse für Bedingung Adaption/Zusatzdiagnose";"1x1"
"$096E3";"max. Luftmasse für Bedingung Adaption/Zusatzdiagnose";"1x1"
"$096E4";"min. Luftmasse für Bedingung Kurztest-Diagnose";"1x1"
"$096E5";"max. Luftmasse für Bedingung Kurztest-Diagnose";"1x1"
"$096E6";"min. Luftmasse für Bedingung Diagnose";"1x1"
"$096E7";"max. Luftmasse für Bedingung Diagnose";"1x1"
"$0425C";"Luftmassenstromschwelle für multipl. Abgleich von HFM- und DK-Massenstrom";"1x1"
"$0493E";"Linearisierung der Heißfilmspannung";"512x1"
"$0A250";"max. Luftmasse für Katheizen";"1x1"
"$0ACD0";"Luftmassenschwelle für Schwingungsprüfung hinter KAT";"1x1"
"$0AECC";"Maximaler Luftfluß für die Lastberechnung nach SAE J1979";"1x1"
"$075EC";"Luftmassenschwelle für Einschaltbereitschaft LRSHK";"1x1"
"$0A97C";"obere Luftmengenschwelle Bereich 1";"1x1"
"$0427C";"obere Luftmengenschwelle Bereich 2";"1x1"
"$0A97E";"obere Luftmengenschwelle Bereich 3";"1x1"
"$0425A";"Kennlinienoffset HFM 5";"1x1"
"$0425A";"Kennlinienoffset HFM 5";"1x1"
"$0ACD2";"obere Luftmassenschwelle für Testbeginn Schwingungsprüfung hinter KAT";"1x1"
"$0977D";"max. Motor-Luftmasse für Sekundärlufteinblasung";"1x1"
"$0A25E";"Sollwert Luftmassen-Integral für motorisches Katheizen";"12x1"
"$0A277";"Sollwert Luftmassen Integral für Fzg. ohne Kat";"12x1"
"$0A980";"untere Luftmengenschwelle Bereich 2";"1x1"
"$0427E";"untere Luftmengenschwelle Bereich 4";"1x1"
"$0ACD4";"Luftmassenschwelle für Dynamikprüfung hinter KAT";"1x1"
"$0ACD6";"untere Luftmassenschwelle für Testbeginn Schwingungsprüfung hinter KAT";"1x1"
"$01CCF";"LLR: Erhöhte Momentenreserve im LL nach einlegen der Fahrstufe";"4x1"
"$01CD3";"LLR: Erhöhte Momentenreserve im LL nach Drehzahleinbruch";"4x1"
"$01CD7";"Momentenreserve bei TEV-Drehzahlcheck";"1x1"
"$072E2";"Obere Leerlaufschwelle des relativen Fahrerwunschmoments";"1x1"
"$072E4";"Untere Leerlaufschwelle des relativen Fahrerwunschmoments";"1x1"
"$0688C";"Maximalwert für relatives Moment aus FGR";"1x1"
"$0688C";"Maximalwert für relatives Moment aus FGR";"1x1"
"$06976";"FGR-Korrekturkennlinie";"8x1"
"$06986";"Startwert für Relatives Moment bei Aktivierung FGR-Regler";"1x1"
